stage,model_id,model_key,layer_index,normalized_depth,protocol,source_relations,target_relation,fold,auc,balanced_accuracy,n_train,n_test,n_iter
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P159,P101,,0.9494999999999999,0.915,200,200,17
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P159,P176,,0.9996999999999999,0.98,200,200,17
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P159,P138,,0.9809,0.885,200,200,17
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P176,P19,,0.9636999999999999,0.8899999999999999,200,200,17
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P176,P103,,0.9644,0.575,200,200,17
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P176,P101,,0.9531,0.845,200,200,17
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P176,P159,,0.9844,0.915,200,200,17
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P176,P138,,0.9977,0.925,200,200,17
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P138,P19,,0.9701,0.675,200,200,16
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P138,P103,,0.9573999999999999,0.755,200,200,16
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P138,P101,,0.9325,0.8,200,200,16
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P138,P159,,0.9913,0.8200000000000001,200,200,16
2,meta-llama/Llama-3.1-70B,llama_3_1_70b,39,0.5,transfer,P138,P176,,0.9995999999999999,0.975,200,200,16
