condition,n,median_nll,mean_nll,q25,q75
FF,128,1.7911993861198425,2.0763209401920903,0.8909623771905899,2.66031014919281
TT,128,0.3654696196317673,1.0887862282397691,0.13127611577510834,1.3647614121437073
FFF,128,2.177408456802368,2.4238394963394967,1.1381855309009552,2.9473841190338135
TTT,128,0.22760916501283646,0.7557281766457891,0.08379574306309223,0.8177798986434937
FFFF,128,2.1288007497787476,2.2523941745748743,1.1919322311878204,2.887999176979065
TTTT,128,0.1755281388759613,0.5875818165768578,0.050456831231713295,0.6065600216388702
none,128,2.0837767720222473,3.2169816032983363,0.6052281707525253,4.411418199539185
