condition,n,median_nll,mean_nll,q25,q75
FF,128,2.169165253639221,2.3059017826453783,0.9722745269536972,2.8780612349510193
TT,128,0.338346928358078,0.8158262071883655,0.09284650534391403,1.1520275175571442
FFF,128,2.1787604093551636,2.322655080773984,1.6202890574932098,2.8655338287353516
TTT,128,0.18696704506874084,0.5809408367640572,0.0880631823092699,0.6652241945266724
FFFF,128,2.386043667793274,2.552334004547447,1.6425950825214386,3.156147837638855
TTTT,128,0.1684187725186348,0.5459972340795503,0.0701522883027792,0.7953753620386124
none,128,1.43547523021698,3.026723131246399,0.44976498931646347,4.630817174911499
